,16S rRNA Count,Biotic Relationships,Body Site,Body Subsite,Cell Arrangement,Cell Shape,Class,Diseases,Domain,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Energy Source,Family,GOLD ID,GenBank Project ID,Gene Count,Genome Name,Genome Size,Genus,IMG Pathwawy Count,IMG Pathway %,IMG Submission ID,Isolation,KEGG %,KEGG Count,KEGG Organism ID,MetaCyc %,MetaCyc Count,Metabolism,Motility,NCBI Taxon ID,Name,Order,Oxygen Requirement,Paralogs %,Paralogs Count,Phenotype,Phylum,Proposal Name,RefSeq Project ID,Salinity,Sequencing Center,Species,Specific Ecosystem,Sporulation,Status,Strain,Taxon Object ID,Taxonomy ID,Temperature Range
,4,Free living,,,Chains,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Photosynthetic,Rhodobacteraceae,Gc00551,15755,4475,Rhodobacter sphaeroides ATCC 17025,4557127,Rhodobacter,343,7.66,,Free living,30.12,1348,rsq,18.08,809,,Motile,349102,Rhodobacter sphaeroides ATCC 17025,Rhodobacterales,Facultative,19.06,853,Non-Pathogen,Proteobacteria,zzz,58451,,DOE Joint Genome Institute,sphaeroides,,,Finished,ATCC 17025,640427138,640427138,Mesophile
,1,Free living,,,"Pairs, Singles",Rod-shaped,Actinobacteria,None,bacteria,,,,,Heterotroph,Rubrobacteraceae,Gc00393,10670,3283,Rubrobacter xylanophilus DSM 9941,3225748,Rubrobacter,382,11.64,,Free living,34.48,1132,rxy,24,788,,Nonmotile,266117,Rubrobacter xylanophilus DSM 9941,Rubrobacterales,Aerobe,19.65,645,"Radiation resistant, Non-Pathogen",Actinobacteria,Rubrobacter xylanophilus DSM 9941,58057,,"DOE Joint Genome Institute, Louisiana State Univ",xylanophilus,,Nonsporulating,Finished,DSM 9941,637000248,637000248,Thermophile
,4,Free living,Gastrointestinal tract,Intestinal tract,"Pairs, Chains, Singles",Rod-shaped,Clostridia,None,bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc00510,314,3335,Clostridium thermocellum ATCC 27405,3843301,Clostridium,251,7.53,,Free living,24.32,811,cth,14.6,487,"Cellulose degrader, Ethanogenic",Motile,203119,Clostridium thermocellum ATCC 27405,Clostridiales,Anaerobe,18.68,623,Non-Pathogen,Firmicutes,Clostridium thermocellum ATCC 27405,57917,,"DOE Joint Genome Institute, Univ of Rochester",thermocellum,,Sporulating,Finished,ATCC 27405,640069309,640069309,Thermophile
,2,Free living,,,,Filament-shaped,Chloroflexi,None,bacteria,,,,,"Photosynthetic, Photoautotroph",Chloroflexaceae,Gc00650,13462,4509,"Roseiflexus castenholzii HLO8, DSM 13941",5723298,Roseiflexus,271,6.01,,Free living,24.48,1104,rca,15.97,720,,Motile,383372,Roseiflexus castenholzii DSM 13941,Chloroflexales,Facultative,16.19,730,,Chloroflexi,zzz,58287,,DOE Joint Genome Institute,castenholzii,,Nonsporulating,Finished,DSM 13941,640753047,640753047,Thermophile
,2,Free living,,,Singles,Rod-shaped,Chlorobia,None,bacteria,,,,,"Photosynthetic, Phototroph",Chlorobiaceae,Gc00310,13012,2146,Pelodictyon luteolum DSM 273,2364842,Pelodictyon,249,11.6,,Free living,34.58,742,plt,24.32,522,,Nonmotile,319225,Chlorobium luteolum DSM 273,Chlorobiales,Anaerobe,10.02,215,Green sulfur,Chlorobi,zzz,58175,,DOE Joint Genome Institute,luteolum,,Nonsporulating,Finished,DSM 273,637000205,637000205,Mesophile
,8,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,Soft tissue infection,bacteria,,,,,Heterotroph,Shewanellaceae,Gc00545,13393,4152,Shewanella putrefaciens CN-32,4659220,Shewanella,341,8.21,,Free living,27.17,1128,spc,17.34,720,Iron reducer,Motile,319224,Shewanella putrefaciens CN-32,Alteromonadales,Anaerobe,13.34,554,Pathogen,Proteobacteria,zzz,58267,,DOE Joint Genome Institute,putrefaciens,,Nonsporulating,Finished,CN-32,640427141,640427141,Mesophile
,1,Free living,,,Singles,Coccus-shaped,Thermoprotei,None,archaea,,,,,Heterotroph,Sulfolobaceae,Gc00995,18651,3318,Sulfolobus islandicus Y.N.15.51,2854410,Sulfolobus,227,6.84,,Free living,20.49,680,sin,13.83,459,,Nonmotile,419942,Sulfolobus islandicus Y.N.15.51,Sulfolobales,Facultative,23.54,781,Acidophile,Crenarchaeota,zzz,58825,,DOE Joint Genome Institute,islandicus,,Nonsporulating,Finished,Y.N.15.51,643692049,643692049,Hyperthermophile
,2,Free living,,,,Rod-shaped,Deltaproteobacteria,None,bacteria,,,,,Heterotroph,Myxococcaceae,Gc00932,20095,4540,Anaeromyxobacter dehalogenans 2CP-1,5029329,Anaeromyxobacter,291,6.41,,Free living,24.85,1128,acp,15.79,717,,Motile,455488,Anaeromyxobacter dehalogenans 2CP-1,Myxococcales,Anaerobe,13.13,596,,Proteobacteria,zzz,58989,,DOE Joint Genome Institute,dehalogenans,,Sporulating,Finished,2CP-1,643348507,643348507,Mesophile
,3,Free living,,,,Rod-shaped,Sphingobacteria,None,bacteria,,,,,Chemoorganotroph,Sphingobacteriaceae,Gc01041,27949,4339,"Pedobacter heparinus HIM 762-3, DSM 2366",5167383,Pedobacter,133,3.07,,Free living,20.97,910,phe,15.03,652,,Motile,485917,Pedobacter heparinus DSM 2366,Sphingobacteriales,Aerobe,20.72,899,"Heparinases producer, Chondroitinases producer",Bacteroidetes,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),59111,,"DOE Joint Genome Institute, DSMZ",heparinus,,Nonsporulating,Finished,"HIM 762-3, DSM 2366",644736398,644736398,Mesophile
,7,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Pseudomonadaceae,Gc00719,17629,5515,Pseudomonas putida GB-1,6078430,Pseudomonas,429,7.78,,Free living,29.05,1602,ppg,18.02,994,Manganese oxidizer,Motile,76869,Pseudomonas putida GB-1,Pseudomonadales,Aerobe,20.91,1153,Non-Pathogen,Proteobacteria,zzz,58735,,DOE Joint Genome Institute,putida,,Nonsporulating,Finished,GB-1,641522645,641522645,Mesophile
,1,Free living,,,,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Chemolithoautotroph,Bradyrhizobiaceae,Gc00876,28805,3770,Oligotropha carboxidovorans OM5,3745629,Oligotropha,283,7.51,,Free living,29.18,1100,oca,17.43,657,,,504832,Oligotropha carboxidovorans OM5,Rhizobiales,,13.63,514,,Proteobacteria,zzz,59155,,Mississippi State Univ,carboxidovorans,,,Finished,OM5,643348567,643348567,Mesophile
,4,Free living,,,,Rod-shaped,Betaproteobacteria,None,bacteria,,,,,Chemolithoautotroph,Rhodocyclaceae,Gc00901,20091,4142,Thauera sp. MZ1T,4574586,Thauera,313,7.56,,Free living,30.2,1251,tmz,18.73,776,,Motile,85643,Thauera sp. MZ1T,Rhodocyclales,Facultative,17.38,720,Carbon sequestration,Proteobacteria,CSP_776774,58987,,DOE Joint Genome Institute,sp.,,,Finished,MZ1T,643692051,643692051,Mesophile
,1,Free living,,,,Coccus-shaped,Thermoplasmata,None,archaea,,,,,Chemolithoautotroph,Aciduloprofundaceae,Gi01447,19277,3043,Aciduliprofundum boonei T469,2981805,Aciduliprofundum,187,6.15,,Free living,27.11,825,abi,16.66,507,,Motile,439481,Aciduliprofundum boonei T469,Aciduliprofundales,Facultative,86.56,2634,Acidophile,Euryarchaeota,zzz,54657,,"J. Craig Venter Institute, Portland State Univ",boonei,,,Draft,T469,647533100,647533100,Thermophile
,6,Free living,Gastrointestinal tract,Intestinal tract,"Singles, Chains",Rod-shaped,Bacilli,"Food poisoning, Listeriosis",bacteria,,,,,Chemoorganotroph,Listeriaceae,Gc00186,85,3013,Listeria monocytogenes 4b F2365,2905187,Listeria,329,10.92,,Free living,31.7,955,lmf,18.39,554,,Motile,265669,Listeria monocytogenes serotype 4b str. F2365,Bacillales,Facultative,16.06,484,Pathogen,Firmicutes,zzz,57689,,J. Craig Venter Institute,monocytogenes,,Nonsporulating,Finished,str. 4b F2365,637000154,637000154,Mesophile
,3,Free living,,,,Coccus-shaped,Methanomicrobia,None,archaea,,,,,Lithotroph,Methanosarcinaceae,Gc00084,290,4807,Methanosarcina acetivorans C2A,5751492,Methanosarcina,271,5.64,,Free living,21.16,1017,mac,11.46,551,Methanogen,Nonmotile,188937,Methanosarcina acetivorans C2A,Methanosarcinales,Anaerobe,32.66,1570,,Euryarchaeota,zzz,57879,,"Broad Institute, Univ of Illinois at Urbana-Champaign",acetivorans,,Nonsporulating,Finished,C2A,638154508,638154508,Mesophile
,2,Free living,,,,,Gammaproteobacteria,None,bacteria,,,,,"Autotroph, Chemolithotroph",Chromatiaceae,Gc01239,36589,4086,Nitrosococcus halophilus Nc4,4145260,Nitrosococcus,273,6.68,,Free living,24.72,1010,nhl,17.28,706,"Nitrifying, Ammonia-oxidizer",Motile,472759,Nitrosococcus halophilus Nc4,Chromatiales,Aerobe,15.91,650,Carbon sequestration,Proteobacteria,zzz,46803,,DOE Joint Genome Institute,halophilus,,,Finished,Nc4,646564556,646564556,Mesophile
,6,Free living,,,"Singles, Pairs",Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Methylotroph,Methylobacteriaceae,Gc00857,18809,7125,Methylobacterium sp. 4-46,7737025,Methylobacterium,302,4.24,,Free living,24.73,1762,met,14.57,1038,,Motile,426117,Methylobacterium sp. 4-46,Rhizobiales,Aerobe,25.46,1814,,Proteobacteria,LGT in Methylobacteria Proposal # 0165-051130,58843,,DOE Joint Genome Institute,sp.,,Nonsporulating,Finished,4-46,641522639,641522639,Mesophile
,1,Free living,,,,Coccus-shaped,Thermococci,None,archaea,,,,,Organotroph,Thermococcaceae,Gc01034,33671,2206,Thermococcus gammatolerans EJ3,2045438,Thermococcus,146,6.62,,Free living,25.25,557,tga,14.96,330,,Motile,593117,Thermococcus gammatolerans EJ3,Thermococcales,Anaerobe,12.19,269,Radiation resistant,Euryarchaeota,zzz,59389,,"Genoscope, Univ Paris-SUD",gammatolerans,,Nonsporulating,Finished,EJ3,644736411,644736411,Hyperthermophile
,1,Free living,Airways,Lung,Singles,Rod-shaped,Actinobacteria,Tuberculosis,bacteria,,,,,Chemoorganotroph,Mycobacteriaceae,Gc00577,18883,4099,Mycobacterium tuberculosis H37Ra,4419977,Mycobacterium,305,7.44,,Free living,26.84,1100,mra,18.59,762,,Nonmotile,419947,Mycobacterium tuberculosis H37Ra,Actinomycetales,Aerobe,19.25,789,Pathogen,Actinobacteria,zzz,58853,,Beijing Genomics Institute,tuberculosis,,Nonsporulating,Finished,H37Ra,640427124,640427124,Mesophile
,2,,,,,,Alphaproteobacteria,,bacteria,,,,,,Hyphomicrobiaceae,,38253,3739,Rhodomicrobium vannielii ATCC 17100,4014469,Rhodomicrobium,188,5.03,,,29.61,1107,rva,18.24,682,,,648757,Rhodomicrobium vannielii ATCC 17100,Rhizobiales,,4.23,158,,Proteobacteria,zzz,43247,,DOE Joint Genome Institute,vannielii,,,Finished,ATCC 17100,649633090,649633090,
,1,Free living,,,,,Dehalococcoidetes,None,bacteria,,,,,Chemolithotroph,Dehalococcoidaceae,Gc01142,18811,1489,Dehalococcoides sp. VS,1413462,Dehalococcoides,93,6.25,,Free living,33.04,492,dev,20.75,309,Dechlorinates Tetrachloroethene,Motile,311424,Dehalococcoides sp. VS,Dehalococcoidales,Anaerobe,15.45,230,,Chloroflexi,zzz,42393,,DOE Joint Genome Institute,sp.,,Nonsporulating,Finished,VS,646311919,646311919,Mesophile
,1,Free living,,,,Rod-shaped,Chlorobia,None,bacteria,,,,,"Photosynthetic, Photolithotroph",Chlorobiaceae,Gc00826,29215,2778,Chloroherpeton thalassium ATCC 35110,3293456,Chloroherpeton,245,8.82,,Free living,29.55,821,cts,20.34,565,,Motile,517418,Chloroherpeton thalassium ATCC 35110,Chlorobiales,Facultative,8.96,249,Green sulfur,Chlorobi,zzz,59187,,"DOE Joint Genome Institute, Penn State Univ",thalassium,,,Finished,ATCC 35110,642555123,642555123,Mesophile
,2,Free living,,,Singles,Rod-shaped,Chlorobia,None,bacteria,,,,,Photolithotroph,Chlorobiaceae,Gc00827,29213,2133,Chlorobaculum parvum NCIB 8327,2289249,Chlorobaculum,249,11.67,,Free living,34.93,745,cpc,24.38,520,,,517417,Chlorobaculum parvum NCIB 8327,Chlorobiales,Facultative,7.03,150,,Chlorobi,zzz,59185,,DOE Joint Genome Institute,parvum,,,Finished,NCIB 8327,642555120,642555120,Mesophile
,1,,,,,,Alphaproteobacteria,,bacteria,,,,,,Rhodobacteraceae,Gi01452,19357,4789,Roseobacter litoralis Och 149,4678915,Roseobacter,241,5.03,,,29.86,1430,rli,18.83,902,,,391595,Roseobacter litoralis Och 149,Rhodobacterales,,13.91,666,,Proteobacteria,zzz,54719,,"ICBM, J. Craig Venter Institute",litoralis,,,Draft,Och 149,641380423,641380423,
,2,,,,,,Bacilli,,bacteria,,,,,,Bacillaceae,Gi06509,40781,4113,Geobacillus thermoglucosidasius C56-YS93,3943873,Geobacillus,145,3.53,,,27.94,1149,gth,17.38,715,,,634956,Geobacillus thermoglucosidasius C56-YS93,Bacillales,,21.25,874,,Firmicutes,Novel Microbial Enzymes,48129,,DOE Joint Genome Institute,thermoglucosidasius,,,Draft,C56-YS93,647000256,647000256,
,2,Free living,,,,,Methanobacteria,None,archaea,,,,,"Lithotroph, Autotroph, Lithoautotroph",Methanobacteriaceae,Gc00009,289,1893,Methanothermobacter thermoautotrophicus Delta H,1751377,Methanothermobacter,216,11.41,,Free living,31.01,587,mth,20.23,383,Methanogen,Nonmotile,187420,Methanothermobacter thermautotrophicus str. Delta H,Methanobacteriales,Obligate anaerobe,10.09,191,,Euryarchaeota,zzz,57877,,"Genome Therapeutics, Ohio State Univ",thermautotrophicus,,Nonsporulating,Finished,str. Delta H,638154510,638154510,Thermophile
,1,Free living,,,,Rod-shaped,Thermoprotei,None,archaea,,,,,Autotroph,Thermoproteaceae,Gc00075,172,2625,Pyrobaculum aerophilum IM2,2222430,Pyrobaculum,199,7.58,,Free living,22.97,603,pai,14.67,385,Nitrate reducer,Motile,178306,Pyrobaculum aerophilum str. IM2,Thermoproteales,Facultative,15.35,403,,Crenarchaeota,zzz,57727,,"CalTech, UCLA",aerophilum,,Nonsporulating,Finished,str. IM2,638154513,638154513,Hyperthermophile
,1,,,,,,Thermoprotei,,archaea,,,,,,Desulfurococcaceae,,48641,1421,Desulfurococcus mucosus DSM 2162,1314639,Desulfurococcus,36,2.53,,,29.2,415,dmu,15.55,221,,,765177,Desulfurococcus mucosus DSM 2162,Desulfurococcales,,1.97,28,,Crenarchaeota,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),62227,,"DOE Joint Genome Institute, DSMZ",mucosus,,,Finished,DSM 2162,649633040,649633040,
,7,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Pseudomonadaceae,Gc00738,17053,5292,Pseudomonas putida W619,5774330,Pseudomonas,440,8.31,,Free living,29.65,1569,ppw,18.48,978,,Motile,390235,Pseudomonas putida W619,Pseudomonadales,Aerobe,20.86,1104,Non-Pathogen,Proteobacteria,zzz,58651,,DOE Joint Genome Institute,putida,,Nonsporulating,Finished,W619,641522646,641522646,Mesophile
,5,Free living,Blood,,"Chains, Singles",Rod-shaped,Bacilli,"Listeriosis, Food poisoning",bacteria,,,,,Chemoorganotroph,Listeriaceae,Gc01191,36363,3039,Listeria monocytogenes 08-5923,2999054,Listeria,208,6.84,,Free living,31.79,966,lmy,18.2,553,,Motile,637381,Listeria monocytogenes 08-5923,Bacillales,Facultative,17.08,519,Pathogen,Firmicutes,zzz,43727,,National Microbiology Laboratory,monocytogenes,,Nonsporulating,Finished,08-5923,646311942,646311942,Mesophile
,6,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,Bubonic and Pneumonic plague,bacteria,,,,,Heterotroph,Enterobacteriaceae,Gc01259,36547,3780,Yersinia pestis Z176003,4725788,Yersinia,355,9.39,,Free living,34.42,1301,ypz,20.05,758,,Motile,637386,Yersinia pestis Z176003,Enterobacteriales,Facultative,16.11,609,Pathogen,Proteobacteria,zzz,47317,,Huazhong Agricultural Univ,pestis,,Nonsporulating,Finished,Z176003,646564590,646564590,Mesophile
,7,Free living,,,"Singles, Pairs",Rod-shaped,Gammaproteobacteria,"Salmonellosis, Gastroenteritis, Food poisoning",bacteria,,,,,Chemoorganotroph,Enterobacteriaceae,Gc00838,18747,4913,Salmonella enterica sv Newport SL254,5007719,Salmonella,497,10.12,,Free living,30.25,1486,see,18.71,919,,Motile,423368,Salmonella enterica subsp. enterica serovar Newport str. SL254,Enterobacteriales,Facultative,17.46,858,Nontyphoidal,Proteobacteria,zzz,58831,,J. Craig Venter Institute,enterica,,Nonsporulating,Finished,subsp. enterica serovar Newport str. SL254,642555157,642555157,Mesophile
,1,Free living,,,Singles,Rod-shaped,Acidobacteria,None,bacteria,,,,,"Heterotroph, Chemoorganotroph",Acidobacteriaceae,Gc00956,28085,3425,Acidobacterium capsulatum ATCC 51196,4127356,Acidobacterium,235,6.86,,Free living,26.72,915,aca,18.25,625,,Nonmotile,240015,Acidobacterium capsulatum ATCC 51196,Acidobacteriales,Aerobe,10.22,350,Acidophile,Acidobacteria,zzz,59127,,"J. Craig Venter Institute, Los Alamos National Lab, Los Alamos National Laboratory",capsulatum,,Nonsporulating,Finished,ATCC 51196,643692001,643692001,Mesophile
,10,Free living,,,,Rod-shaped,Bacilli,None,bacteria,,,,,Chemoorganotroph,Bacillaceae,Gc01031,20805,3597,Geobacillus sp. WCH70,3508804,Geobacillus,299,8.31,,Free living,26.61,957,gwc,16.6,597,,Motile,471223,Geobacillus sp. WCH70,Bacillales,Facultative,19.71,709,,Firmicutes,zzz,59045,,DOE Joint Genome Institute,sp.,,Sporulating,Finished,WCH70,644736370,644736370,Thermophile
,9,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Shewanellaceae,Gc00415,13903,4172,Shewanella sp. MR-7,4799109,Shewanella,343,8.22,,Free living,26.39,1101,shm,17.45,728,,Motile,60481,Shewanella sp. MR-7,Alteromonadales,Anaerobe,10.33,431,,Proteobacteria,zzz,58343,,DOE Joint Genome Institute,sp.,,Nonsporulating,Finished,MR-7,637000260,637000260,Mesophile
,9,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Shewanellaceae,Gc00421,13904,4098,Shewanella sp. MR-4,4706287,Shewanella,345,8.42,,Free living,27.28,1118,she,17.98,737,,Motile,60480,Shewanella sp. MR-4,Alteromonadales,Anaerobe,10.81,443,,Proteobacteria,zzz,58345,,DOE Joint Genome Institute,sp.,,Nonsporulating,Finished,MR-4,637000259,637000259,Mesophile
,1,Symbiotic,Plant-root,,,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Photosynthetic,Bradyrhizobiaceae,Gc00116,17,8402,Bradyrhizobium japonicum USDA 110,9105828,Bradyrhizobium,507,6.03,,Symbiotic,27.67,2325,bja,16.44,1381,"Stores polyhydroxybutyrate, Nitrogen fixation",Motile,224911,Bradyrhizobium japonicum USDA 110,Rhizobiales,Aerobe,26.65,2239,,Proteobacteria,zzz,57599,,Kazusa DNA Research Institute,japonicum,,,Finished,USDA 110,637000038,637000038,Mesophile
,10,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Shewanellaceae,Gc00745,17455,5085,"Shewanella woodyi MS32, ATCC 51908",5935403,Shewanella,353,6.94,,Free living,24.35,1238,swd,16.13,820,,Motile,392500,Shewanella woodyi ATCC 51908,Alteromonadales,Facultative,11.94,607,,Proteobacteria,zzz,58721,,DOE Joint Genome Institute,woodyi,,Nonsporulating,Finished,ATCC 51908,641522649,641522649,Psychrophile
,6,Free living,Gastrointestinal tract,Intestinal tract,"Chains, Singles",Rod-shaped,Bacilli,"Food poisoning, Listeriosis",bacteria,,,,,Chemoorganotroph,Listeriaceae,Gc00069,276,2991,Listeria monocytogenes EGD-e,2944528,Listeria,333,11.13,,Free living,32.83,982,lmo,18.89,565,,Motile,169963,Listeria monocytogenes EGD-e,Bacillales,Facultative,17.39,520,Pathogen,Firmicutes,zzz,61583,,EC Concortium,monocytogenes,,Nonsporulating,Finished,EGD-e,637000153,637000153,Mesophile
,5,,,,,,Flavobacteria,,bacteria,,,,,,Flavobacteriaceae,,41529,4344,Cellulophaga algicola DSM 14237,4888353,Cellulophaga,99,2.28,,,19.66,854,cao,14.55,632,,,688270,Cellulophaga algicola DSM 14237,Flavobacteriales,,4.05,176,,Bacteroidetes,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),62159,,"DOE Joint Genome Institute, DSMZ",algicola,,,Finished,DSM 14237,649633031,649633031,
,1,Symbiotic,,,,Coccus-shaped,Gammaproteobacteria,None,bacteria,,,,,Chemoautotroph,unclassified,Gc00468,16841,1118,Candidatus Ruthia magnifica Cm,1160782,Candidatus Ruthia,198,17.71,,Symbiotic,48.75,545,rma,34.53,386,"Sulfur oxidizer, Nitrogen fixation",Nonmotile,413404,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),unclassified,Aerobe,2.42,27,"Carbon sequestration, Non-Pathogen",Proteobacteria,zzz,58645,,DOE Joint Genome Institute,magnifica str. Cm (Calyptogena magnifica),,Nonsporulating,Finished,magnifica str. Cm (Calyptogena magnifica),639633019,639633019,Mesophile
,8,,,,,,Fusobacteria,,bacteria,,,,,,Fusobacteriaceae,,32577,3042,Ilyobacter polytropus DSM 2926,3132314,Ilyobacter,75,2.47,,,30.9,940,ipo,20.68,629,,,572544,Ilyobacter polytropus DSM 2926,Fusobacteriales,,3.39,103,,Fusobacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),59769,,"DOE Joint Genome Institute, DSMZ",polytropus,,,Finished,DSM 2926,649633056,649633056,
,1,Free living,,,"Singles, Pairs",Coccus-shaped,Archaeoglobi,None,archaea,,,,,Chemolithoautotroph,Archaeoglobaceae,Gc01188,32583,1911,Archaeoglobus profundus DSM 5631,1563423,Archaeoglobus,158,8.27,,Free living,27,516,apo,16.75,320,,Nonmotile,572546,Archaeoglobus profundus DSM 5631,Archaeoglobales,Anaerobe,8.74,167,,Euryarchaeota,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),43493,,"DOE Joint Genome Institute, DSMZ",profundus,,Nonsporulating,Finished,DSM 5631,646311906,646311906,Hyperthermophile
,2,Free living,,,,Sphere-shaped,Opitutae,,bacteria,,,,,Chemoorganotroph,Puniceicoccaceae,Gc01256,33365,3191,Coraliomargarita akajimensis DSM 45221,3750771,Coraliomargarita,112,3.51,,Free living,24.1,769,caa,16.3,520,,Nonmotile,583355,Coraliomargarita akajimensis DSM 45221,Puniceicoccales,Obligate aerobe,11.13,355,,Verrucomicrobia,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),47079,,"DOE Joint Genome Institute, DSMZ",akajimensis,,Nonsporulating,Finished,DSM 45221,646564524,646564524,Mesophile
,1,Free living,,,Clusters,Coccus-shaped,Thermoprotei,None,archaea,,,,,Heterotroph,Desulfurococcaceae,Gc01330,33361,2042,"Ignisphaera aggregans AQ1.S1, DSM 17230",1875953,Ignisphaera,88,4.31,,Free living,19.49,398,iag,10.77,220,,Nonmotile,583356,Ignisphaera aggregans DSM 17230,Desulfurococcales,Obligate anaerobe,9.3,190,Acidophile,Crenarchaeota,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),51875,,"DOE Joint Genome Institute, DSMZ",aggregans,,Nonsporulating,Finished,DSM 17230,648028035,648028035,Hyperthermophile
,5,Free living,,,"Singles, Pairs",Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Methylotroph,Methylobacteriaceae,Gc00907,19527,5847,Methylobacterium chloromethanicum CM4,6180732,Methylobacterium,268,4.58,,Free living,22.64,1324,mch,14.18,829,,Motile,440085,Methylobacterium chloromethanicum CM4,Rhizobiales,Aerobe,23.17,1355,,Proteobacteria,zzz,58933,,DOE Joint Genome Institute,chloromethanicum,,Nonsporulating,Finished,CM4,643348563,643348563,Mesophile
,2,Free living,,,,Rod-shaped,Flavobacteria,None,bacteria,,,,,Chemoheterotroph,Flavobacteriaceae,Gc01338,13570,2743,Croceibacter atlanticus HTCC2559,2952962,Croceibacter,103,3.76,,Free living,24.9,683,cat,17.24,473,,Nonmotile,216432,Croceibacter atlanticus HTCC2559,Flavobacteriales,Aerobe,8.17,224,,Bacteroidetes,zzz,49661,,"J. Craig Venter Institute, Oregon State Univ",atlanticus,,,Finished,HTCC2559,648028020,648028020,Mesophile
